State_Name,District_Name,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Per_Hectare,Temperature_Avg,Rainfall_MM
Tamil Nadu,District_12,2019,Summer,Rice,5933.93,3330.57,0.561,32.2,323.5
Karnataka,District_13,2021,Kharif,Soybean,5559.5,1247.44,0.224,20.5,768.1
Tamil Nadu,District_14,2023,Rabi,Wheat,2744.39,2024.1,0.738,17.4,236.5
Rajasthan,District_15,2018,Summer,Barley,196.28,2346.01,11.952,27.2,525.2
West Bengal,District_16,2018,Rabi,Mustard,6820.45,5682.23,0.833,28.1,56.3
Punjab,District_17,2022,Rabi,Cotton,2746.18,10619.21,3.867,22.1,835.3
West Bengal,District_18,2021,Summer,Maize,509.86,3713.63,7.284,23.3,33.5
West Bengal,District_19,2020,Kharif,Barley,2273.12,1843.29,0.811,26.3,99.2
West Bengal,District_20,2021,Summer,Sugarcane,388.67,3093.77,7.96,24.2,232.4
Punjab,District_21,2018,Rabi,Maize,2035.77,1792.1,0.88,30.0,41.1
Madhya Pradesh,District_22,2018,Rabi,Sugarcane,294.04,253.7,0.863,37.2,70.7
Haryana,District_23,2023,Summer,Pulses,488.72,15335.4,9.948284566214202,16.5,62.3
Rajasthan,District_24,2021,Kharif,Sugarcane,2230.38,11558.29,5.182,31.1,115.8
Madhya Pradesh,District_25,2021,Kharif,Sugarcane,3206.34,58835.52,18.35,25.5,462.8
Rajasthan,District_26,2018,Rabi,Groundnut,1518.44,91194.42,12.423102455337244,31.9,150.4
Maharashtra,District_27,2020,Rabi,Groundnut,823.72,510.8,0.62,28.6,102.5
Tamil Nadu,District_28,2022,Kharif,Groundnut,132.31,1802.45,13.623,25.3,14.8
Tamil Nadu,District_29,2022,Summer,Pulses,889.78,128966.69,12.704117870686439,28.8,215.6
Gujarat,District_30,2021,Rabi,Barley,1869.61,2805.04,1.5,23.0,279.2
Tamil Nadu,District_31,2022,Kharif,Maize,798.9,4299.77,5.382,21.1,38.1
Punjab,District_32,2018,Rabi,Maize,1072.15,304.39,0.284,29.1,140.7
Karnataka,District_33,2018,Summer,Cotton,910.85,3734.74,4.1,20.8,173.2
Uttar Pradesh,District_34,2021,Kharif,Groundnut,794.96,54063.28,9.996184119987621,28.2,321.1
Gujarat,District_35,2021,Rabi,Pulses,1183.08,20536.08,17.358,25.2,83.1
Uttar Pradesh,District_36,2023,Summer,Cotton,834.89,1193.95,1.43,13.4,73.7
Rajasthan,District_37,2021,Rabi,Wheat,4643.81,1645.05,0.354,22.1,103.0
Uttar Pradesh,District_38,2020,Summer,Cotton,120.73,546.56,4.527,26.7,414.7
Uttar Pradesh,District_39,2022,Summer,Barley,635.34,831.52,1.309,23.0,342.1
Gujarat,District_40,2021,Kharif,Mustard,459.32,169.81,0.37,12.3,145.9
Maharashtra,District_41,2019,Summer,Sugarcane,1365.27,2624.83,1.923,31.6,335.6
West Bengal,District_42,2023,Rabi,Groundnut,1184.58,28714.74,8.052145301288592,25.8,22.3
Tamil Nadu,District_43,2019,Summer,Mustard,5553.55,5080.41,0.915,27.2,279.6
Tamil Nadu,District_44,2018,Summer,Cotton,7716.7,23140.94,2.999,22.6,60.6
Punjab,District_45,2022,Kharif,Pulses,506.19,14911.29,14.737425820384935,27.7,610.1
Gujarat,District_46,2021,Summer,Sugarcane,1097.18,1312.63,1.196,34.2,63.3
Punjab,District_47,2019,Summer,Maize,1334.49,954.07,0.715,21.3,75.0
Karnataka,District_48,2022,Rabi,Rice,493.83,1010.52,2.046,33.3,232.7
Karnataka,District_49,2018,Kharif,Sugarcane,2055.72,226.88,0.11,27.0,251.4
Punjab,District_50,2020,Kharif,Barley,863.07,3129.08,3.626,20.7,103.8
Gujarat,District_1,2023,Kharif,Barley,377.05,38.22,0.101,36.1,199.8
Punjab,District_2,2022,Summer,Cotton,829.18,7238.17,8.729,27.0,220.6
Tamil Nadu,District_3,2022,Kharif,Wheat,404.37,3320.34,8.211,28.4,203.3
Madhya Pradesh,District_4,2020,Summer,Barley,3092.23,6046.05,1.955,23.7,107.4
Haryana,District_5,2022,Summer,Barley,7343.41,14552.59,1.982,21.0,222.3
Uttar Pradesh,District_6,2018,Rabi,Pulses,1400.83,4016.6,2.867,25.8,457.2
Haryana,District_7,2018,Rabi,Cotton,1225.71,34453.22,11.63362610956493,32.9,55.7
Gujarat,District_8,2020,Rabi,Sugarcane,1277.21,7577.35,5.933,23.5,75.8
Haryana,District_9,2023,Rabi,Wheat,3576.84,957.48,0.268,24.9,151.7
Karnataka,District_10,2021,Rabi,Mustard,3500.63,2086.9,0.596,32.3,63.8
Rajasthan,District_11,2019,Summer,Rice,976.86,100.29,0.103,23.5,35.1
Uttar Pradesh,District_12,2021,Summer,Groundnut,1411.76,770.25,0.546,27.6,355.8
West Bengal,District_13,2022,Kharif,Maize,2106.21,1683.29,0.799,29.4,25.0
Gujarat,District_14,2019,Summer,Barley,351.54,6764.28,19.242,24.0,107.6
Uttar Pradesh,District_15,2020,Summer,Cotton,3687.15,967.25,0.262,26.5,272.4
Haryana,District_16,2020,Rabi,Groundnut,6215.69,459.71,0.074,28.3,183.7
Karnataka,District_17,2023,Summer,Maize,3515.83,175.69,0.05,23.0,108.9
Maharashtra,District_18,2019,Rabi,Maize,315.58,1218.5,3.861,29.1,61.7
Madhya Pradesh,District_19,2018,Kharif,Mustard,152.93,55618.86,9.082375193462987,22.3,195.4
West Bengal,District_20,2019,Kharif,Mustard,2227.69,4476.79,2.01,21.6,67.3
Madhya Pradesh,District_21,2022,Summer,Mustard,512.76,12202.17,7.804632242046524,17.4,183.6
Uttar Pradesh,District_22,2018,Kharif,Soybean,1461.38,772.72,0.529,22.5,166.1
Karnataka,District_23,2020,Summer,Soybean,5090.59,281.41,0.055,20.9,167.5
Karnataka,District_24,2019,Kharif,Maize,568.52,477.41,0.84,23.0,88.9
Haryana,District_25,2021,Rabi,Mustard,751.78,2576.8,3.428,28.1,756.0
Tamil Nadu,District_26,2023,Rabi,Pulses,1446.24,149.73,0.104,16.4,197.7
Haryana,District_27,2021,Rabi,Barley,299.61,658.6,2.198,15.1,118.8
Tamil Nadu,District_28,2023,Rabi,Groundnut,513.96,1237.02,2.407,21.3,183.4
Tamil Nadu,District_29,2022,Summer,Groundnut,1124.23,411.01,0.366,27.3,79.9
West Bengal,District_30,2021,Kharif,Soybean,812.04,123.28,0.152,26.4,109.0
Haryana,District_31,2019,Summer,Maize,2015.07,4603.08,2.284,21.2,1005.8
Maharashtra,District_32,2019,Rabi,Cotton,17430.55,3193.29,0.183,30.8,80.3
Punjab,District_33,2021,Summer,Sugarcane,1210.92,9590.66,7.92,21.7,139.5
Punjab,District_34,2019,Kharif,Sugarcane,472.62,563.61,1.193,27.3,103.0
Haryana,District_35,2022,Summer,Soybean,4528.93,9319.69,2.058,23.2,64.6
Haryana,District_36,2018,Kharif,Cotton,223.9,29553.47,12.311029830035622,20.7,207.9
Madhya Pradesh,District_37,2022,Summer,Soybean,273.44,4417.47,16.155,22.0,152.8
West Bengal,District_38,2023,Kharif,Sugarcane,604.8,1194.04,1.974,28.7,307.6
Haryana,District_39,2022,Kharif,Cotton,826.43,3705.68,4.484,26.8,283.9
Madhya Pradesh,District_40,2023,Rabi,Mustard,590.47,1111.34,1.882,29.8,305.1
Tamil Nadu,District_41,2019,Kharif,Maize,1062.61,865.73,0.815,26.8,71.2
Karnataka,District_42,2018,Rabi,Groundnut,1443.38,8307.31,5.755,16.9,247.8
Karnataka,District_43,2019,Rabi,Pulses,3193.78,2419.76,0.758,35.6,252.7
Tamil Nadu,District_44,2020,Rabi,Wheat,1201.33,18172.11,15.127,26.9,65.6
Gujarat,District_45,2019,Summer,Maize,625.19,1535.12,2.455,27.6,115.0
Madhya Pradesh,District_46,2023,Summer,Mustard,3024.94,1786.9,0.591,23.1,46.3
Madhya Pradesh,District_47,2019,Summer,Sugarcane,484.1,1274.4,2.633,30.6,253.6
Tamil Nadu,District_48,2019,Summer,Mustard,214.3,555.42,2.592,19.5,252.7
Maharashtra,District_49,2018,Kharif,Soybean,3662.7,10113.61,2.761,28.0,466.0
Rajasthan,District_50,2019,Kharif,Cotton,3435.28,79107.86,7.421834455937677,14.6,123.6
